,P-Micro,P-Macro,R-Micro,R-Macro,F-Micro,F-Macro
Asthma,0.8577494692144374,0.9287234042553192,0.8577494692144374,0.5073529411764706,0.8577494692144374,0.47611932865182527
CAD,0.6135371179039302,0.460631621937906,0.6135371179039302,0.4417594064652888,0.6135371179039302,0.4053970133033176
CHF,0.6095890410958904,0.4849140893470791,0.6095890410958904,0.3961444243263394,0.6095890410958904,0.3559835171237593
Depression,0.7714884696016772,0.5580645161290323,0.7714884696016772,0.5082949308755761,0.7714884696016772,0.4690745335906627
Diabetes,0.6805845511482255,0.5903481012658227,0.6805845511482255,0.5587231066683122,0.6805845511482255,0.5556343792633014
GERD,0.7769953051643192,0.4265402843601896,0.7769953051643192,0.3384876934238595,0.7769953051643192,0.30502503160325484
Gallstones,0.8370672097759674,0.4185336048879837,0.8370672097759674,0.5,0.8370672097759674,0.4556541019955654
Gout,0.88,0.939879759519038,0.88,0.5081967213114754,0.88,0.4841460898273609
Hypercholesterolemia,0.5452436194895591,0.6198377581120944,0.5452436194895591,0.5817154226245135,0.5452436194895591,0.5209807657412447
Hypertension,0.7376681614349776,0.5657322551662174,0.7376681614349776,0.5580561198577958,0.7376681614349777,0.5608573808982807
Hypertriglyceridemia,0.948559670781893,0.4742798353909465,0.948559670781893,0.5,0.948559670781893,0.4868004223864836
OA,0.7922077922077922,0.414144245142003,0.7922077922077922,0.3517082372668204,0.7922077922077922,0.33799665099454734
OSA,0.8525252525252526,0.4221014492753623,0.8525252525252526,0.36785891703924484,0.8525252525252525,0.3736819520649244
Obesity,0.6219239373601789,0.6447442609746274,0.6219239373601789,0.573406862745098,0.6219239373601789,0.5385531644564441
PVD,0.8580645161290322,0.4532037437005039,0.8580645161290322,0.337626116573485,0.8580645161290322,0.3177615403262111
Venous Insufficiency,0.9320843091334895,0.46604215456674475,0.9320843091334895,0.5,0.9320843091334895,0.4824242424242424
overall,0.7725368293012569,0.5125197713309074,0.7725368293012569,0.44525707584273677,0.7725368293012569,0.45582154396976354
