,P-Micro,P-Macro,R-Micro,R-Macro,F-Micro,F-Macro
Asthma,0.8591269841269841,0.351519661601128,0.8591269841269841,0.27226307189542487,0.8591269841269841,0.2739791073124407
CAD,0.5513078470824949,0.3195006154387199,0.5513078470824949,0.31293744934797024,0.5513078470824949,0.27696173173560107
CHF,0.6048387096774194,0.40055144754981825,0.6048387096774194,0.38327526132404177,0.6048387096774194,0.3677559912854031
Depression,0.8260869565217391,0.5856223175965665,0.8260869565217391,0.5510752688172043,0.8260869565217391,0.5582539682539682
Diabetes,0.6242544731610338,0.2540313567710828,0.6242544731610338,0.25542406311637084,0.6242544731610338,0.2444501610724914
GERD,0.8432539682539683,0.2914256198347107,0.8432539682539683,0.26365598955718444,0.8432539682539684,0.2621702424858785
Gallstones,0.7712031558185405,0.35929404593688524,0.7712031558185405,0.3512438358173385,0.7712031558185405,0.3508955875928353
Gout,0.8336633663366336,0.34834368530020704,0.8336633663366336,0.3438331352238637,0.8336633663366336,0.34558349451966475
Hypercholesterolemia,0.6195219123505976,0.3123282967032967,0.6195219123505976,0.29838709677419356,0.6195219123505976,0.28860296654018625
Hypertension,0.654690618762475,0.3731447529247425,0.654690618762475,0.4786906498136445,0.654690618762475,0.35262077244223056
Hypertriglyceridemia,0.980276134122288,0.490138067061144,0.980276134122288,0.5,0.980276134122288,0.4950199203187251
OA,0.5896414342629482,0.48166194188518785,0.5896414342629482,0.4710699910554562,0.5896414342629482,0.4599557152406417
OSA,0.831013916500994,0.4230659950923415,0.831013916500994,0.41183574879227053,0.831013916500994,0.4165117900741313
Obesity,0.5983772819472617,0.28607926775082204,0.5983772819472617,0.2802374960679459,0.5983772819472617,0.27423776077852974
PVD,0.8303747534516766,0.5367126680820948,0.8303747534516766,0.5219561230248306,0.8303747534516766,0.5229540481400438
Venous Insufficiency,0.980276134122288,0.490138067061144,0.980276134122288,0.5,0.980276134122288,0.4950199203187251
overall,0.7507458975634013,0.3605684433418449,0.7507458975634013,0.3432213417773008,0.7507458975634014,0.34941700214693394
